max,min,detection_probability,run
45.000000,6.000000,1.000000,99
45.000000,7.000000,1.000000,99
45.000000,8.000000,1.000000,99
45.000000,9.000000,1.000000,99
45.000000,10.000000,1.000000,99
45.000000,11.000000,1.000000,99
45.000000,12.000000,1.000000,99
45.000000,13.000000,1.000000,99
45.000000,14.000000,1.000000,99
45.000000,15.000000,1.000000,99
45.000000,16.000000,1.000000,99
45.000000,17.000000,1.000000,99
45.000000,18.000000,0.983092,99
45.000000,19.000000,1.000000,99
45.000000,20.000000,1.000000,99
45.000000,21.000000,1.000000,99
45.000000,22.000000,1.000000,99
45.000000,23.000000,1.000000,99
45.000000,29.000000,1.000000,99
45.000000,30.000000,0.871981,99
45.000000,31.000000,1.000000,99
45.000000,32.000000,0.898551,99
45.000000,34.000000,0.659420,99
45.000000,35.000000,0.898551,99
45.000000,39.000000,1.000000,99
45.000000,41.000000,0.985294,99
46.000000,0.000000,1.000000,99
46.000000,1.000000,1.000000,99
46.000000,2.000000,1.000000,99
46.000000,3.000000,1.000000,99
46.000000,4.000000,1.000000,99
46.000000,5.000000,1.000000,99
46.000000,6.000000,1.000000,99
46.000000,7.000000,1.000000,99
46.000000,8.000000,1.000000,99
46.000000,9.000000,1.000000,99
46.000000,10.000000,1.000000,99
46.000000,11.000000,1.000000,99
46.000000,12.000000,1.000000,99
46.000000,13.000000,1.000000,99
46.000000,14.000000,1.000000,99
46.000000,15.000000,1.000000,99
46.000000,16.000000,1.000000,99
46.000000,17.000000,1.000000,99
46.000000,18.000000,1.000000,99
46.000000,20.000000,1.000000,99
46.000000,21.000000,1.000000,99
46.000000,22.000000,0.974638,99
46.000000,23.000000,1.000000,99
46.000000,26.000000,1.000000,99
46.000000,28.000000,1.000000,99
46.000000,29.000000,1.000000,99
46.000000,31.000000,1.000000,99
46.000000,33.000000,1.000000,99
46.000000,35.000000,1.000000,99
46.000000,38.000000,1.000000,99
47.000000,0.000000,1.000000,99
47.000000,1.000000,1.000000,99
47.000000,2.000000,1.000000,99
47.000000,3.000000,1.000000,99
47.000000,4.000000,1.000000,99
47.000000,5.000000,1.000000,99
47.000000,6.000000,1.000000,99
47.000000,7.000000,1.000000,99
47.000000,8.000000,1.000000,99
47.000000,9.000000,1.000000,99
47.000000,10.000000,1.000000,99
47.000000,11.000000,1.000000,99
47.000000,12.000000,1.000000,99
47.000000,13.000000,1.000000,99
47.000000,14.000000,1.000000,99
47.000000,15.000000,1.000000,99
47.000000,16.000000,1.000000,99
47.000000,17.000000,1.000000,99
47.000000,18.000000,1.000000,99
47.000000,19.000000,1.000000,99
47.000000,20.000000,1.000000,99
47.000000,24.000000,1.000000,99
47.000000,25.000000,1.000000,99
47.000000,26.000000,1.000000,99
47.000000,27.000000,1.000000,99
47.000000,32.000000,1.000000,99
47.000000,36.000000,0.840580,99
47.000000,41.000000,1.000000,99
48.000000,0.000000,1.000000,99
48.000000,1.000000,1.000000,99
48.000000,2.000000,1.000000,99
48.000000,3.000000,1.000000,99
48.000000,4.000000,1.000000,99
48.000000,5.000000,1.000000,99
48.000000,6.000000,1.000000,99
48.000000,7.000000,1.000000,99
48.000000,8.000000,1.000000,99
48.000000,9.000000,1.000000,99
48.000000,10.000000,1.000000,99
48.000000,11.000000,1.000000,99
48.000000,12.000000,1.000000,99
48.000000,13.000000,1.000000,99
48.000000,14.000000,1.000000,99
48.000000,15.000000,1.000000,99
48.000000,16.000000,1.000000,99
48.000000,17.000000,1.000000,99
48.000000,18.000000,1.000000,99
48.000000,19.000000,1.000000,99
48.000000,20.000000,1.000000,99
48.000000,21.000000,1.000000,99
48.000000,22.000000,1.000000,99
48.000000,24.000000,1.000000,99
48.000000,25.000000,1.000000,99
48.000000,26.000000,1.000000,99
48.000000,28.000000,1.000000,99
48.000000,30.000000,1.000000,99
48.000000,31.000000,0.862319,99
48.000000,41.000000,0.346154,99
48.000000,43.000000,1.000000,99
49.000000,0.000000,1.000000,99
49.000000,1.000000,1.000000,99
49.000000,2.000000,1.000000,99
49.000000,3.000000,1.000000,99
49.000000,4.000000,1.000000,99
49.000000,5.000000,1.000000,99
49.000000,6.000000,1.000000,99
49.000000,7.000000,1.000000,99
49.000000,8.000000,1.000000,99
49.000000,9.000000,1.000000,99
49.000000,10.000000,1.000000,99
49.000000,11.000000,1.000000,99
49.000000,12.000000,1.000000,99
49.000000,13.000000,1.000000,99
49.000000,14.000000,1.000000,99
49.000000,15.000000,1.000000,99
49.000000,16.000000,1.000000,99
49.000000,17.000000,1.000000,99
49.000000,18.000000,1.000000,99
49.000000,19.000000,1.000000,99
49.000000,20.000000,1.000000,99
49.000000,21.000000,1.000000,99
49.000000,22.000000,1.000000,99
49.000000,23.000000,1.000000,99
49.000000,24.000000,1.000000,99
49.000000,25.000000,1.000000,99
49.000000,26.000000,1.000000,99
49.000000,27.000000,1.000000,99
49.000000,33.000000,1.000000,99
49.000000,34.000000,1.000000,99
49.000000,35.000000,1.000000,99
49.000000,37.000000,1.000000,99
49.000000,38.000000,1.000000,99
50.000000,0.000000,1.000000,99
50.000000,1.000000,1.000000,99
50.000000,2.000000,1.000000,99
50.000000,3.000000,1.000000,99
50.000000,4.000000,1.000000,99
50.000000,5.000000,1.000000,99
50.000000,6.000000,1.000000,99
50.000000,7.000000,1.000000,99
50.000000,8.000000,1.000000,99
50.000000,9.000000,1.000000,99
50.000000,10.000000,1.000000,99
50.000000,11.000000,1.000000,99
50.000000,13.000000,1.000000,99
50.000000,14.000000,1.000000,99
50.000000,15.000000,1.000000,99
50.000000,16.000000,1.000000,99
50.000000,17.000000,1.000000,99
50.000000,18.000000,1.000000,99
50.000000,19.000000,1.000000,99
50.000000,20.000000,1.000000,99
50.000000,21.000000,1.000000,99
50.000000,22.000000,1.000000,99
50.000000,23.000000,1.000000,99
50.000000,24.000000,1.000000,99
50.000000,26.000000,1.000000,99
50.000000,27.000000,1.000000,99
50.000000,31.000000,0.992754,99
50.000000,35.000000,1.000000,99
51.000000,1.000000,1.000000,99
51.000000,2.000000,1.000000,99
51.000000,3.000000,1.000000,99
51.000000,4.000000,1.000000,99
51.000000,5.000000,1.000000,99
51.000000,6.000000,1.000000,99
51.000000,7.000000,1.000000,99
51.000000,8.000000,1.000000,99
51.000000,9.000000,1.000000,99
51.000000,10.000000,1.000000,99
51.000000,11.000000,1.000000,99
51.000000,12.000000,1.000000,99
51.000000,13.000000,1.000000,99
51.000000,14.000000,1.000000,99
51.000000,16.000000,1.000000,99
51.000000,18.000000,1.000000,99
51.000000,19.000000,1.000000,99
51.000000,20.000000,1.000000,99
51.000000,21.000000,1.000000,99
51.000000,22.000000,1.000000,99
51.000000,24.000000,1.000000,99
51.000000,25.000000,1.000000,99
51.000000,26.000000,1.000000,99
51.000000,30.000000,1.000000,99
51.000000,31.000000,1.000000,99
51.000000,32.000000,1.000000,99
51.000000,33.000000,1.000000,99
51.000000,34.000000,1.000000,99
51.000000,35.000000,0.996377,99
51.000000,39.000000,0.326087,99
51.000000,41.000000,1.000000,99
51.000000,44.000000,1.000000,99
52.000000,0.000000,1.000000,99
52.000000,1.000000,1.000000,99
52.000000,2.000000,1.000000,99
52.000000,3.000000,1.000000,99
52.000000,4.000000,1.000000,99
52.000000,5.000000,1.000000,99
52.000000,6.000000,1.000000,99
52.000000,7.000000,1.000000,99
52.000000,8.000000,1.000000,99
52.000000,9.000000,1.000000,99
52.000000,10.000000,1.000000,99
52.000000,11.000000,1.000000,99
52.000000,12.000000,1.000000,99
52.000000,13.000000,1.000000,99
52.000000,14.000000,1.000000,99
52.000000,15.000000,1.000000,99
52.000000,16.000000,1.000000,99
52.000000,18.000000,1.000000,99
52.000000,21.000000,1.000000,99
52.000000,22.000000,1.000000,99
52.000000,23.000000,1.000000,99
52.000000,24.000000,1.000000,99
52.000000,27.000000,1.000000,99
52.000000,28.000000,1.000000,99
52.000000,29.000000,1.000000,99
52.000000,33.000000,1.000000,99
53.000000,1.000000,1.000000,99
53.000000,2.000000,1.000000,99
53.000000,3.000000,1.000000,99
53.000000,4.000000,1.000000,99
53.000000,5.000000,1.000000,99
53.000000,6.000000,1.000000,99
53.000000,7.000000,1.000000,99
53.000000,8.000000,1.000000,99
53.000000,9.000000,1.000000,99
53.000000,10.000000,1.000000,99
53.000000,11.000000,1.000000,99
53.000000,12.000000,1.000000,99
53.000000,13.000000,1.000000,99
53.000000,14.000000,1.000000,99
53.000000,15.000000,1.000000,99
53.000000,16.000000,1.000000,99
53.000000,17.000000,1.000000,99
53.000000,18.000000,1.000000,99
53.000000,19.000000,1.000000,99
53.000000,20.000000,1.000000,99
53.000000,21.000000,1.000000,99
53.000000,22.000000,1.000000,99
53.000000,25.000000,1.000000,99
53.000000,26.000000,1.000000,99
53.000000,27.000000,1.000000,99
53.000000,29.000000,1.000000,99
53.000000,30.000000,1.000000,99
53.000000,31.000000,1.000000,99
53.000000,32.000000,1.000000,99
53.000000,34.000000,1.000000,99
53.000000,36.000000,1.000000,99
53.000000,42.000000,1.000000,99
54.000000,0.000000,1.000000,99
54.000000,1.000000,1.000000,99
54.000000,2.000000,1.000000,99
54.000000,3.000000,1.000000,99
54.000000,4.000000,1.000000,99
54.000000,5.000000,1.000000,99
54.000000,6.000000,1.000000,99
54.000000,7.000000,1.000000,99
54.000000,8.000000,1.000000,99
54.000000,9.000000,1.000000,99
54.000000,10.000000,1.000000,99
54.000000,11.000000,1.000000,99
54.000000,12.000000,1.000000,99
54.000000,13.000000,1.000000,99
54.000000,14.000000,1.000000,99
54.000000,15.000000,1.000000,99
54.000000,16.000000,1.000000,99
54.000000,17.000000,1.000000,99
54.000000,18.000000,1.000000,99
54.000000,19.000000,1.000000,99
54.000000,20.000000,1.000000,99
54.000000,21.000000,1.000000,99
54.000000,22.000000,1.000000,99
54.000000,23.000000,1.000000,99
54.000000,25.000000,1.000000,99
54.000000,26.000000,1.000000,99
54.000000,30.000000,1.000000,99
54.000000,31.000000,1.000000,99
54.000000,35.000000,1.000000,99
54.000000,36.000000,1.000000,99
54.000000,37.000000,1.000000,99
55.000000,2.000000,1.000000,99
55.000000,3.000000,1.000000,99
55.000000,4.000000,1.000000,99
55.000000,5.000000,1.000000,99
55.000000,6.000000,1.000000,99
55.000000,7.000000,1.000000,99
55.000000,8.000000,1.000000,99
55.000000,9.000000,1.000000,99
55.000000,10.000000,1.000000,99
55.000000,11.000000,1.000000,99
55.000000,12.000000,1.000000,99
55.000000,13.000000,1.000000,99
55.000000,14.000000,1.000000,99
55.000000,15.000000,1.000000,99
55.000000,16.000000,1.000000,99
55.000000,17.000000,1.000000,99
55.000000,18.000000,1.000000,99
55.000000,19.000000,1.000000,99
55.000000,22.000000,1.000000,99
55.000000,25.000000,1.000000,99
55.000000,27.000000,1.000000,99
55.000000,28.000000,1.000000,99
55.000000,33.000000,1.000000,99
55.000000,42.000000,1.000000,99
56.000000,0.000000,1.000000,99
56.000000,1.000000,1.000000,99
56.000000,2.000000,1.000000,99
56.000000,3.000000,1.000000,99
56.000000,4.000000,1.000000,99
56.000000,5.000000,1.000000,99
56.000000,6.000000,1.000000,99
56.000000,7.000000,1.000000,99
56.000000,8.000000,1.000000,99
56.000000,9.000000,1.000000,99
56.000000,10.000000,1.000000,99
56.000000,11.000000,1.000000,99
56.000000,12.000000,1.000000,99
56.000000,13.000000,1.000000,99
56.000000,14.000000,1.000000,99
56.000000,16.000000,1.000000,99
56.000000,17.000000,1.000000,99
56.000000,20.000000,1.000000,99
56.000000,21.000000,1.000000,99
56.000000,22.000000,1.000000,99
56.000000,23.000000,1.000000,99
56.000000,24.000000,1.000000,99
56.000000,28.000000,1.000000,99
56.000000,29.000000,1.000000,99
56.000000,30.000000,1.000000,99
56.000000,34.000000,1.000000,99
56.000000,36.000000,1.000000,99
57.000000,1.000000,1.000000,99
57.000000,2.000000,1.000000,99
57.000000,3.000000,1.000000,99
57.000000,4.000000,1.000000,99
57.000000,5.000000,1.000000,99
57.000000,6.000000,1.000000,99
57.000000,7.000000,1.000000,99
57.000000,8.000000,1.000000,99
57.000000,9.000000,1.000000,99
57.000000,10.000000,1.000000,99
57.000000,11.000000,1.000000,99
57.000000,12.000000,1.000000,99
57.000000,13.000000,1.000000,99
57.000000,14.000000,1.000000,99
57.000000,15.000000,1.000000,99
57.000000,16.000000,1.000000,99
57.000000,17.000000,1.000000,99
57.000000,18.000000,1.000000,99
57.000000,19.000000,1.000000,99
57.000000,20.000000,1.000000,99
57.000000,21.000000,1.000000,99
57.000000,23.000000,1.000000,99
57.000000,25.000000,1.000000,99
57.000000,28.000000,0.869565,99
57.000000,30.000000,1.000000,99
57.000000,32.000000,1.000000,99
57.000000,33.000000,1.000000,99
57.000000,35.000000,1.000000,99
57.000000,37.000000,0.757246,99
57.000000,40.000000,1.000000,99
58.000000,0.000000,1.000000,99
58.000000,1.000000,1.000000,99
58.000000,2.000000,1.000000,99
58.000000,3.000000,1.000000,99
58.000000,4.000000,1.000000,99
58.000000,5.000000,1.000000,99
58.000000,6.000000,1.000000,99
58.000000,7.000000,1.000000,99
58.000000,8.000000,1.000000,99
58.000000,9.000000,1.000000,99
58.000000,10.000000,1.000000,99
58.000000,11.000000,1.000000,99
58.000000,12.000000,1.000000,99
58.000000,13.000000,1.000000,99
58.000000,14.000000,1.000000,99
58.000000,15.000000,1.000000,99
58.000000,16.000000,1.000000,99
58.000000,17.000000,1.000000,99
58.000000,18.000000,1.000000,99
58.000000,22.000000,1.000000,99
58.000000,23.000000,1.000000,99
58.000000,28.000000,1.000000,99
58.000000,29.000000,1.000000,99
58.000000,33.000000,1.000000,99
59.000000,1.000000,1.000000,99
59.000000,2.000000,1.000000,99
59.000000,3.000000,1.000000,99
59.000000,4.000000,1.000000,99
59.000000,5.000000,1.000000,99
59.000000,6.000000,1.000000,99
59.000000,7.000000,1.000000,99
59.000000,8.000000,1.000000,99
59.000000,9.000000,1.000000,99
59.000000,10.000000,1.000000,99
59.000000,11.000000,1.000000,99
59.000000,12.000000,1.000000,99
59.000000,13.000000,1.000000,99
59.000000,14.000000,1.000000,99
59.000000,15.000000,1.000000,99
59.000000,16.000000,1.000000,99
59.000000,17.000000,1.000000,99
59.000000,18.000000,1.000000,99
59.000000,19.000000,1.000000,99
59.000000,20.000000,1.000000,99
59.000000,22.000000,1.000000,99
59.000000,24.000000,1.000000,99
59.000000,25.000000,1.000000,99
59.000000,26.000000,1.000000,99
59.000000,28.000000,1.000000,99
59.000000,34.000000,1.000000,99
59.000000,36.000000,1.000000,99
59.000000,37.000000,1.000000,99
59.000000,39.000000,0.681159,99
59.000000,45.000000,1.000000,99
60.000000,1.000000,1.000000,99
60.000000,2.000000,1.000000,99
60.000000,3.000000,1.000000,99
60.000000,4.000000,1.000000,99
60.000000,5.000000,1.000000,99
60.000000,6.000000,1.000000,99
60.000000,7.000000,1.000000,99
60.000000,8.000000,1.000000,99
60.000000,9.000000,1.000000,99
60.000000,10.000000,1.000000,99
60.000000,11.000000,1.000000,99
60.000000,12.000000,1.000000,99
60.000000,14.000000,1.000000,99
60.000000,15.000000,1.000000,99
60.000000,16.000000,1.000000,99
60.000000,17.000000,1.000000,99
60.000000,18.000000,1.000000,99
60.000000,19.000000,1.000000,99
60.000000,20.000000,1.000000,99
60.000000,21.000000,1.000000,99
60.000000,23.000000,1.000000,99
60.000000,27.000000,1.000000,99
60.000000,29.000000,1.000000,99
60.000000,34.000000,1.000000,99
60.000000,35.000000,1.000000,99
61.000000,1.000000,1.000000,99
61.000000,2.000000,1.000000,99
61.000000,3.000000,1.000000,99
61.000000,4.000000,1.000000,99
61.000000,5.000000,1.000000,99
61.000000,6.000000,1.000000,99
61.000000,7.000000,1.000000,99
61.000000,8.000000,1.000000,99
61.000000,9.000000,1.000000,99
61.000000,10.000000,1.000000,99
61.000000,11.000000,1.000000,99
61.000000,12.000000,1.000000,99
61.000000,13.000000,1.000000,99
61.000000,14.000000,1.000000,99
61.000000,15.000000,1.000000,99
61.000000,16.000000,1.000000,99
61.000000,17.000000,1.000000,99
61.000000,20.000000,1.000000,99
61.000000,22.000000,1.000000,99
61.000000,23.000000,1.000000,99
61.000000,24.000000,1.000000,99
61.000000,26.000000,1.000000,99
61.000000,30.000000,1.000000,99
61.000000,32.000000,1.000000,99
61.000000,37.000000,1.000000,99
61.000000,44.000000,1.000000,99
62.000000,0.000000,1.000000,99
62.000000,1.000000,1.000000,99
62.000000,2.000000,1.000000,99
62.000000,3.000000,1.000000,99
62.000000,4.000000,1.000000,99
62.000000,5.000000,1.000000,99
62.000000,6.000000,1.000000,99
62.000000,7.000000,1.000000,99
62.000000,8.000000,1.000000,99
62.000000,9.000000,1.000000,99
62.000000,10.000000,1.000000,99
62.000000,11.000000,1.000000,99
62.000000,12.000000,1.000000,99
62.000000,13.000000,1.000000,99
62.000000,14.000000,1.000000,99
62.000000,15.000000,1.000000,99
62.000000,16.000000,1.000000,99
62.000000,17.000000,1.000000,99
62.000000,19.000000,1.000000,99
62.000000,20.000000,1.000000,99
62.000000,21.000000,1.000000,99
62.000000,22.000000,1.000000,99
62.000000,24.000000,1.000000,99
62.000000,27.000000,1.000000,99
62.000000,28.000000,1.000000,99
62.000000,29.000000,1.000000,99
62.000000,31.000000,1.000000,99
62.000000,32.000000,1.000000,99
62.000000,37.000000,1.000000,99
62.000000,41.000000,1.000000,99
62.000000,42.000000,1.000000,99
63.000000,1.000000,1.000000,99
63.000000,2.000000,1.000000,99
63.000000,3.000000,1.000000,99
63.000000,4.000000,1.000000,99
63.000000,5.000000,1.000000,99
63.000000,6.000000,1.000000,99
63.000000,7.000000,1.000000,99
63.000000,8.000000,1.000000,99
63.000000,9.000000,1.000000,99
63.000000,10.000000,1.000000,99
63.000000,11.000000,1.000000,99
63.000000,12.000000,1.000000,99
63.000000,13.000000,1.000000,99
63.000000,14.000000,1.000000,99
63.000000,15.000000,1.000000,99
63.000000,16.000000,1.000000,99
63.000000,17.000000,1.000000,99
63.000000,18.000000,1.000000,99
63.000000,20.000000,1.000000,99
63.000000,21.000000,1.000000,99
63.000000,22.000000,1.000000,99
63.000000,23.000000,1.000000,99
63.000000,25.000000,1.000000,99
63.000000,28.000000,1.000000,99
63.000000,30.000000,1.000000,99
63.000000,33.000000,1.000000,99
63.000000,35.000000,1.000000,99
63.000000,36.000000,1.000000,99
63.000000,43.000000,1.000000,99
63.000000,56.000000,1.000000,99
64.000000,1.000000,1.000000,99
64.000000,2.000000,1.000000,99
64.000000,3.000000,1.000000,99
64.000000,4.000000,1.000000,99
64.000000,5.000000,1.000000,99
64.000000,6.000000,1.000000,99
64.000000,7.000000,1.000000,99
64.000000,8.000000,1.000000,99
64.000000,9.000000,1.000000,99
64.000000,11.000000,1.000000,99
64.000000,12.000000,1.000000,99
64.000000,13.000000,1.000000,99
64.000000,14.000000,1.000000,99
64.000000,16.000000,1.000000,99
64.000000,17.000000,1.000000,99
64.000000,18.000000,1.000000,99
64.000000,21.000000,1.000000,99
64.000000,22.000000,1.000000,99
64.000000,23.000000,1.000000,99
64.000000,25.000000,1.000000,99
64.000000,26.000000,1.000000,99
64.000000,28.000000,1.000000,99
64.000000,33.000000,1.000000,99
64.000000,40.000000,1.000000,99
64.000000,43.000000,1.000000,99
65.000000,2.000000,1.000000,99
65.000000,3.000000,1.000000,99
65.000000,4.000000,1.000000,99
65.000000,5.000000,1.000000,99
65.000000,6.000000,1.000000,99
65.000000,7.000000,1.000000,99
65.000000,8.000000,1.000000,99
65.000000,9.000000,1.000000,99
65.000000,10.000000,1.000000,99
65.000000,11.000000,1.000000,99
65.000000,12.000000,1.000000,99
65.000000,13.000000,1.000000,99
65.000000,14.000000,1.000000,99
65.000000,15.000000,1.000000,99
65.000000,16.000000,1.000000,99
65.000000,17.000000,1.000000,99
65.000000,19.000000,1.000000,99
65.000000,22.000000,1.000000,99
65.000000,23.000000,1.000000,99
65.000000,27.000000,1.000000,99
65.000000,28.000000,1.000000,99
65.000000,30.000000,1.000000,99
65.000000,32.000000,1.000000,99
65.000000,40.000000,1.000000,99
65.000000,41.000000,1.000000,99
65.000000,42.000000,1.000000,99
65.000000,54.000000,1.000000,99
66.000000,0.000000,1.000000,99
66.000000,1.000000,1.000000,99
66.000000,3.000000,1.000000,99
66.000000,4.000000,1.000000,99
66.000000,5.000000,1.000000,99
66.000000,6.000000,1.000000,99
66.000000,7.000000,1.000000,99
66.000000,8.000000,1.000000,99
66.000000,9.000000,1.000000,99
66.000000,10.000000,1.000000,99
66.000000,11.000000,1.000000,99
66.000000,12.000000,1.000000,99
66.000000,13.000000,1.000000,99
66.000000,14.000000,1.000000,99
66.000000,15.000000,1.000000,99
66.000000,17.000000,1.000000,99
66.000000,18.000000,1.000000,99
66.000000,19.000000,1.000000,99
66.000000,20.000000,1.000000,99
66.000000,21.000000,1.000000,99
66.000000,22.000000,1.000000,99
66.000000,24.000000,1.000000,99
66.000000,27.000000,1.000000,99
66.000000,30.000000,1.000000,99
66.000000,31.000000,1.000000,99
66.000000,32.000000,1.000000,99
66.000000,55.000000,1.000000,99
67.000000,0.000000,1.000000,99
67.000000,1.000000,1.000000,99
67.000000,2.000000,1.000000,99
67.000000,3.000000,1.000000,99
67.000000,5.000000,1.000000,99
67.000000,6.000000,1.000000,99
67.000000,7.000000,1.000000,99
67.000000,8.000000,1.000000,99
67.000000,9.000000,1.000000,99
67.000000,10.000000,1.000000,99
67.000000,11.000000,1.000000,99
67.000000,12.000000,1.000000,99
67.000000,13.000000,1.000000,99
67.000000,14.000000,1.000000,99
67.000000,15.000000,1.000000,99
67.000000,16.000000,1.000000,99
67.000000,17.000000,1.000000,99
67.000000,18.000000,1.000000,99
67.000000,19.000000,1.000000,99
67.000000,20.000000,1.000000,99
67.000000,21.000000,1.000000,99
67.000000,22.000000,1.000000,99
67.000000,23.000000,1.000000,99
67.000000,25.000000,1.000000,99
67.000000,27.000000,1.000000,99
67.000000,28.000000,1.000000,99
67.000000,29.000000,1.000000,99
67.000000,30.000000,1.000000,99
67.000000,31.000000,1.000000,99
67.000000,34.000000,1.000000,99
67.000000,42.000000,1.000000,99
67.000000,44.000000,1.000000,99
68.000000,0.000000,1.000000,99
68.000000,1.000000,1.000000,99
68.000000,2.000000,1.000000,99
68.000000,3.000000,1.000000,99
68.000000,4.000000,1.000000,99
68.000000,5.000000,1.000000,99
68.000000,6.000000,1.000000,99
68.000000,7.000000,1.000000,99
68.000000,8.000000,1.000000,99
68.000000,9.000000,1.000000,99
68.000000,10.000000,1.000000,99
68.000000,11.000000,1.000000,99
68.000000,12.000000,1.000000,99
68.000000,13.000000,1.000000,99
68.000000,14.000000,1.000000,99
68.000000,15.000000,1.000000,99
68.000000,16.000000,1.000000,99
68.000000,17.000000,1.000000,99
68.000000,18.000000,1.000000,99
68.000000,22.000000,1.000000,99
68.000000,23.000000,1.000000,99
68.000000,24.000000,1.000000,99
68.000000,26.000000,1.000000,99
68.000000,27.000000,1.000000,99
68.000000,30.000000,1.000000,99
68.000000,33.000000,1.000000,99
68.000000,35.000000,1.000000,99
68.000000,40.000000,1.000000,99
69.000000,0.000000,1.000000,99
69.000000,1.000000,1.000000,99
69.000000,2.000000,1.000000,99
69.000000,3.000000,1.000000,99
69.000000,4.000000,1.000000,99
69.000000,5.000000,1.000000,99
69.000000,6.000000,1.000000,99
69.000000,7.000000,1.000000,99
69.000000,8.000000,1.000000,99
69.000000,9.000000,1.000000,99
69.000000,10.000000,1.000000,99
69.000000,11.000000,1.000000,99
69.000000,12.000000,1.000000,99
69.000000,13.000000,1.000000,99
69.000000,14.000000,1.000000,99
69.000000,15.000000,1.000000,99
69.000000,17.000000,1.000000,99
69.000000,20.000000,1.000000,99
69.000000,21.000000,1.000000,99
69.000000,23.000000,1.000000,99
69.000000,25.000000,1.000000,99
69.000000,28.000000,1.000000,99
69.000000,30.000000,1.000000,99
69.000000,31.000000,1.000000,99
69.000000,35.000000,1.000000,99
69.000000,36.000000,1.000000,99
69.000000,44.000000,0.989130,99
69.000000,55.000000,1.000000,99
70.000000,1.000000,1.000000,99
70.000000,2.000000,1.000000,99
70.000000,3.000000,1.000000,99
70.000000,4.000000,1.000000,99
70.000000,5.000000,1.000000,99
70.000000,6.000000,1.000000,99
70.000000,7.000000,1.000000,99
70.000000,8.000000,1.000000,99
70.000000,9.000000,1.000000,99
70.000000,10.000000,1.000000,99
70.000000,12.000000,1.000000,99
70.000000,13.000000,1.000000,99
70.000000,14.000000,1.000000,99
70.000000,15.000000,1.000000,99
70.000000,16.000000,1.000000,99
70.000000,18.000000,1.000000,99
70.000000,19.000000,1.000000,99
70.000000,21.000000,1.000000,99
70.000000,36.000000,1.000000,99
70.000000,52.000000,1.000000,99
71.000000,1.000000,1.000000,99
71.000000,2.000000,1.000000,99
71.000000,4.000000,1.000000,99
71.000000,5.000000,1.000000,99
71.000000,6.000000,1.000000,99
71.000000,7.000000,1.000000,99
71.000000,8.000000,1.000000,99
71.000000,9.000000,1.000000,99
71.000000,10.000000,1.000000,99
71.000000,11.000000,1.000000,99
71.000000,12.000000,1.000000,99
71.000000,13.000000,1.000000,99
71.000000,14.000000,1.000000,99
71.000000,16.000000,1.000000,99
71.000000,17.000000,1.000000,99
71.000000,18.000000,1.000000,99
71.000000,19.000000,1.000000,99
71.000000,21.000000,1.000000,99
71.000000,22.000000,1.000000,99
71.000000,30.000000,1.000000,99
71.000000,31.000000,1.000000,99
71.000000,32.000000,1.000000,99
72.000000,0.000000,1.000000,99
72.000000,1.000000,1.000000,99
72.000000,2.000000,1.000000,99
72.000000,3.000000,1.000000,99
72.000000,4.000000,1.000000,99
72.000000,5.000000,1.000000,99
72.000000,6.000000,1.000000,99
72.000000,7.000000,1.000000,99
72.000000,8.000000,1.000000,99
72.000000,9.000000,1.000000,99
72.000000,10.000000,1.000000,99
72.000000,11.000000,1.000000,99
72.000000,13.000000,1.000000,99
72.000000,14.000000,1.000000,99
72.000000,15.000000,1.000000,99
72.000000,16.000000,1.000000,99
72.000000,17.000000,1.000000,99
72.000000,18.000000,1.000000,99
72.000000,19.000000,1.000000,99
72.000000,20.000000,1.000000,99
72.000000,21.000000,1.000000,99
72.000000,22.000000,1.000000,99
72.000000,24.000000,1.000000,99
72.000000,31.000000,1.000000,99
72.000000,34.000000,1.000000,99
73.000000,0.000000,1.000000,99
73.000000,1.000000,1.000000,99
73.000000,2.000000,1.000000,99
73.000000,4.000000,1.000000,99
73.000000,5.000000,1.000000,99
73.000000,7.000000,1.000000,99
73.000000,8.000000,1.000000,99
73.000000,9.000000,1.000000,99
73.000000,10.000000,1.000000,99
73.000000,11.000000,1.000000,99
73.000000,12.000000,1.000000,99
73.000000,13.000000,1.000000,99
73.000000,14.000000,1.000000,99
73.000000,15.000000,1.000000,99
73.000000,16.000000,1.000000,99
73.000000,18.000000,1.000000,99
73.000000,20.000000,1.000000,99
73.000000,21.000000,1.000000,99
73.000000,22.000000,1.000000,99
73.000000,24.000000,1.000000,99
73.000000,28.000000,1.000000,99
73.000000,29.000000,1.000000,99
73.000000,33.000000,1.000000,99
74.000000,1.000000,1.000000,99
74.000000,3.000000,1.000000,99
74.000000,4.000000,1.000000,99
74.000000,5.000000,1.000000,99
74.000000,6.000000,1.000000,99
74.000000,7.000000,1.000000,99
74.000000,8.000000,1.000000,99
74.000000,9.000000,1.000000,99
74.000000,10.000000,1.000000,99
74.000000,11.000000,1.000000,99
74.000000,12.000000,1.000000,99
74.000000,13.000000,1.000000,99
74.000000,14.000000,1.000000,99
74.000000,15.000000,1.000000,99
74.000000,16.000000,1.000000,99
74.000000,17.000000,1.000000,99
74.000000,19.000000,1.000000,99
74.000000,20.000000,1.000000,99
74.000000,21.000000,1.000000,99
74.000000,22.000000,1.000000,99
74.000000,25.000000,1.000000,99
