name,date
A/Frederico_Westphalen/LACENRS_2130/2012|2012-07-26,2012.56557
A/Texas/69/2014|2014-11-24,2014.89589
A/Texas/81/2014|2014-12-10,2014.93973
A/Bethesda/P0044/2015|2015-01-10,2015.02466
A/Georgia/30/2014|2014-12-08,2014.93425
A/Washington/34/2015|2015-03-16,2015.20274
A/Utah/35/2014|2014-12-07,2014.93151
A/Nagasaki/13N046/2014|2014-01-30,2014.07945
A/Niigata/13NU003/2014|2014-01-30,2014.07945
A/Iowa/16/2014|2014-10-21,2014.80274
A/Wisconsin/46/2014|2014-10-28,2014.82192
A/Wisconsin/23/2015|2015-02-26,2015.15342
A/Missouri/06/2015|2015-02-09,2015.10685
A/Texas/24/2015|2015-01-21,2015.05479
A/Wisconsin/21/2015|2015-03-09,2015.18356
A/Florida/20/2015|2015-01-30,2015.07945
A/West_Virginia/01/2015|2015-01-02,2015.00274
A/New_York/WC_LVD_15_038/2015|2015-03-04,2015.16986
A/Oregon/05/2014|2014-10-09,2014.76986
A/Texas/38/2014|2014-10-06,2014.76164
A/Virginia/29/2014|2014-12-09,2014.93699
A/Georgia/03/2015|2015-01-06,2015.01370
A/Nevada/03/2015|2015-01-08,2015.01918
A/Alabama/02/2015|2015-01-26,2015.06849
A/Colorado/04/2015|2015-01-05,2015.01096
A/Wisconsin/60/2014|2014-12-10,2014.93973
A/Wisconsin/15/2015|2015-02-03,2015.09041
A/Washington/57/2014|2014-12-29,2014.99178
A/Washington/35/2014|2014-12-01,2014.91507
A/Washington/33/2015|2015-03-12,2015.19178
A/Washington/05/2015|2015-02-06,2015.09863
A/Texas/02/2015|2015-01-06,2015.01370
A/South_Dakota/05/2015|2015-02-03,2015.09041
A/South_Dakota/01/2015|2015-01-05,2015.01096
A/Ohio/12/2014|2014-12-27,2014.98630
A/North_Carolina/05/2015|2015-01-08,2015.01918
A/Nevada/23/2015|2015-01-26,2015.06849
A/Nevada/18/2015|2015-02-18,2015.13151
A/Massachusetts/19/2014|2014-12-02,2014.91781
A/Massachusetts/17/2014|2014-12-02,2014.91781
A/Kansas/04/2015|2015-03-03,2015.16712
A/Idaho/05/2015|2015-01-28,2015.07397
A/Alaska/10/2015|2015-04-12,2015.27671
A/Washington/47/2014|2014-12-17,2014.95890
A/Wisconsin/08/2015|2015-02-06,2015.09863
A/Wisconsin/19/2015|2015-01-22,2015.05753
A/Rhode_Island/02/2015|2015-01-05,2015.01096
A/Rhode_Island/23/2014|2014-12-19,2014.96438
A/Idaho/09/2014|2014-12-18,2014.96164
A/Idaho/10/2014|2014-12-18,2014.96164
A/Illinois/12/2014|2014-12-03,2014.92055
A/Illinois/11/2014|2014-12-02,2014.91781
A/Missouri/16/2014|2014-12-10,2014.93973
A/Wisconsin/75/2014|2014-12-22,2014.97260
A/Wisconsin/69/2014|2014-12-17,2014.95890
A/Wisconsin/57/2014|2014-12-09,2014.93699
A/Ohio/08/2014|2014-11-22,2014.89041
A/North_Dakota/06/2014|2014-10-01,2014.74795
A/North_Carolina/24/2014|2014-09-24,2014.72877
A/Missouri/14/2014|2014-12-02,2014.91781
A/Minnesota/41/2014|2014-11-23,2014.89315
A/Minnesota/02/2015|2015-01-07,2015.01644
A/Michigan/13/2014|2014-09-18,2014.71233
A/Michigan/05/2015|2015-01-08,2015.01918
A/Kentucky/24/2014|2014-12-22,2014.97260
A/Hawaii/40/2014|2014-09-07,2014.68219
A/California/73/2015|2015-02-20,2015.13699
A/New_Hampshire/30/2014|2014-12-01,2014.91507
A/New_York/WC_LVD_15_017/2015|2015-01-28,2015.07397
A/Minnesota/39/2014|2014-12-04,2014.92329
A/Montana/11/2014|2014-10-17,2014.79178
A/Alaska/47/2014|2014-10-05,2014.75890
A/Kansas/12/2014|2014-12-08,2014.93425
A/Michigan/14/2014|2014-09-19,2014.71507
A/Montana/15/2014|2014-10-30,2014.82740
A/New_York/WC_LVD_14_096/2014|2014-12-12,2014.94521
A/New_York/WC_LVD_15_002/2015|2015-01-04,2015.00822
A/New_York/WC_LVD_15_006/2015|2015-01-19,2015.04932
A/South_Dakota/22/2015|2015-01-29,2015.07671
A/Texas/40/2014|2014-09-22,2014.72329
A/Texas/80/2014|2014-12-02,2014.91781
A/Wisconsin/02/2015|2015-01-06,2015.01370
A/Wisconsin/52/2014|2014-12-02,2014.91781
A/Wisconsin/55/2014|2014-12-08,2014.93425
A/Wisconsin/56/2014|2014-12-09,2014.93699
A/Wisconsin/59/2014|2014-12-09,2014.93699
A/Georgia/18/2016|2016-02-10,2016.10929
A/Ohio/31/2016|2016-08-14,2016.61749
A/Oregon/10/2016|2016-03-15,2016.20219
A/California/119/2015|2015-12-28,2015.98904
A/Hawaii/07/2016|2016-01-12,2016.03005
A/Hawaii/19/2016|2016-02-23,2016.14481
A/California/49/2016|2016-02-01,2016.08470
A/California/64/2016|2016-01-21,2016.05464
A/Illinois/11/2016|2016-02-01,2016.08470
A/Arkansas/14/2014|2014-12-08,2014.93425
A/California/48/2016|2016-01-30,2016.07923
A/Florida/14/2016|2016-01-31,2016.08197
A/California/58/2016|2016-02-03,2016.09016
A/California/62/2016|2016-01-12,2016.03005
A/New_York/A_WC_LVD_16_001/2016|2016-10-21,2016.80328
A/New_York/12/2015|2015-01-22,2015.05753
A/Colorado/05/2015|2015-01-07,2015.01644
A/Rhode_Island/06/2015|2015-01-06,2015.01370
A/New_York/14/2015|2015-02-05,2015.09589
A/Iowa/15/2014|2014-10-20,2014.80000
A/South_Dakota/35/2015|2015-03-14,2015.19726
A/Oregon/27/2015|2015-10-23,2015.80822
A/Florida/59/2015|2015-08-09,2015.60274
A/Alaska/206/2015|2015-09-07,2015.68219
A/South_Dakota/27/2016|2016-09-26,2016.73497
A/California/137/2016|2016-10-02,2016.75137
A/Florida/70/2016|2016-07-15,2016.53552
A/Alaska/123/2015|2015-07-15,2015.53425
A/Wisconsin/69/2015|2015-07-01,2015.49589
A/Florida/38/2016|2016-03-13,2016.19672
A/Alabama/02/2016|2016-01-27,2016.07104
A/Alabama/04/2016|2016-01-31,2016.08197
A/Florida/15/2016|2016-01-22,2016.05738
A/Florida/35/2016|2016-03-07,2016.18033
A/Alaska/23/2016|2016-06-15,2016.45355
A/Hawaii/62/2016|2016-07-23,2016.55738
A/Arizona/19/2015|2015-09-29,2015.74247
A/Alaska/147/2015|2015-07-24,2015.55890
A/Alaska/149/2015|2015-07-07,2015.51233
A/Alaska/193/2015|2015-08-17,2015.62466
A/Alaska/226/2015|2015-09-10,2015.69041
A/Arizona/16/2015|2015-09-28,2015.73973
A/Indiana/18/2015|2015-09-01,2015.66575
A/Indiana/26/2015|2015-09-03,2015.67123
A/South_Dakota/38/2015|2015-09-09,2015.68767
A/South_Australia/114/2016|2016-09-15,2016.70492
A/Vermont/33/2016|2016-11-19,2016.88251
A/South_Australia/148/2016|2016-11-11,2016.86066
A/New_York/14/2016|2016-01-29,2016.07650
A/New_Hampshire/16/2016|2016-03-30,2016.24317
A/Nevada/38/2016|2016-09-22,2016.72404
A/Connecticut/35/2016|2016-10-27,2016.81967
A/Colorado/19/2016|2016-03-01,2016.16393
A/New_Mexico/50/2016|2016-10-27,2016.81967
A/Wisconsin/73/2016|2016-07-14,2016.53279
A/South_Carolina/05/2016|2016-01-25,2016.06557
A/Nevada/37/2016|2016-07-29,2016.57377
A/Montana/44/2016|2016-08-19,2016.63115
A/Mississippi/15/2016|2016-05-18,2016.37705
A/Mississippi/14/2016|2016-05-18,2016.37705
A/Delaware/27/2016|2016-10-26,2016.81694
A/Minnesota/30/2015|2015-05-18,2015.37534
A/Tennessee/09/2015|2015-02-02,2015.08767
A/Colorado/28/2014|2014-11-20,2014.88493
A/Tennessee/05/2015|2015-01-06,2015.01370
A/Iowa/09/2015|2015-02-03,2015.09041
A/Colorado/36/2014|2014-12-17,2014.95890
A/California/82/2015|2015-04-28,2015.32055
A/Florida/43/2014|2014-10-06,2014.76164
A/Texas/73/2014|2014-12-08,2014.93425
A/Oregon/04/2015|2015-02-14,2015.12055
A/Ohio/09/2014|2014-12-04,2014.92329
A/Nebraska/15/2014|2014-12-05,2014.92603
A/Michigan/17/2015|2015-02-17,2015.12877
A/Indiana/15/2014|2014-11-10,2014.85753
A/Georgia/20/2014|2014-12-03,2014.92055
A/Colorado/16/2014|2014-10-03,2014.75342
A/Georgia/04/2014|2014-11-20,2014.88493
A/Indiana/06/2015|2015-01-21,2015.05479
A/Indiana/11/2014|2014-11-05,2014.84384
A/Indiana/26/2014|2014-12-08,2014.93425
A/Iowa/13/2014|2014-10-09,2014.76986
A/North_Carolina/23/2014|2014-09-09,2014.68767
A/North_Carolina/40/2014|2014-12-04,2014.92329
A/North_Carolina/41/2014|2014-12-03,2014.92055
A/Texas/74/2014|2014-12-08,2014.93425
A/Georgia/15/2014|2014-11-13,2014.86575
A/Canberra/5/2016|2016-02-19,2016.13388
A/Washington/64/2015|2015-12-15,2015.95342
A/Hawaii/14/2016|2016-02-18,2016.13115
A/Hawaii/66/2015|2015-10-03,2015.75342
A/Sydney/500/2015|2015-01-09,2015.02192
A/Thailand/CU_H3680/2014|2014-11-13,2014.86575
A/Perth/114/2015|2015-07-07,2015.51233
A/Perth/116/2015|2015-07-15,2015.53425
A/Tasmania/1014/2015|2015-08-20,2015.63288
A/New_Jersey/06/2015|2015-03-02,2015.16438
A/Louisiana/09/2014|2014-10-11,2014.77534
A/Louisiana/13/2014|2014-10-21,2014.80274
A/Florida/19/2015|2015-02-01,2015.08493
A/Louisiana/19/2014|2014-11-18,2014.87945
A/Louisiana/21/2014|2014-11-19,2014.88219
A/Louisiana/22/2014|2014-11-19,2014.88219
A/Mississippi/19/2014|2014-12-08,2014.93425
A/Oklahoma/01/2015|2015-01-05,2015.01096
A/Wisconsin/72/2014|2014-12-19,2014.96438
A/Massachusetts/25/2014|2014-12-11,2014.94247
A/Columbia/P0047/2014|2014-12-27,2014.98630
A/Virginia/34/2014|2014-12-11,2014.94247
A/California/50/2014|2014-10-18,2014.79452
A/California/51/2014|2014-10-19,2014.79726
A/Virginia/16/2014|2014-10-14,2014.78356
A/New_York/WC_LVD_14_084/2014|2014-12-30,2014.99452
A/Rhode_Island/08/2015|2015-02-04,2015.09315
A/Delaware/35/2014|2014-12-07,2014.93151
A/Delaware/05/2015|2015-01-30,2015.07945
A/Pennsylvania/51/2014|2014-12-02,2014.91781
A/Ohio/15/2014|2014-11-11,2014.86027
A/Ohio/07/2014|2014-11-19,2014.88219
A/Maryland/40/2014|2014-11-25,2014.89863
A/Columbia/P0045/2014|2014-12-21,2014.96986
A/Delaware/37/2014|2014-12-16,2014.95616
A/Delaware/43/2014|2014-12-17,2014.95890
A/New_York/WC_LVD_15_014/2015|2015-01-19,2015.04932
A/Columbia/P0067/2014|2014-12-26,2014.98356
A/Delaware/22/2014|2014-10-21,2014.80274
A/Delaware/24/2014|2014-11-11,2014.86027
A/Perth/1055/2014|2014-11-06,2014.84658
A/New_York/WC_LVD_15_031/2015|2015-02-11,2015.11233
A/Oregon/11/2014|2014-11-21,2014.88767
A/Oregon/13/2014|2014-11-18,2014.87945
A/Wisconsin/05/2015|2015-01-27,2015.07123
A/Mississippi/10/2015|2015-02-23,2015.14521
A/New_York/WC_LVD_14_091/2014|2014-12-26,2014.98356
A/New_York/WC_LVD_14_095/2014|2014-12-18,2014.96164
A/New_York/WC_LVD_14_090/2014|2014-12-13,2014.94795
A/New_Jersey/11/2015|2015-02-21,2015.13973
A/New_York/WC_LVD_14_072/2014|2014-12-10,2014.93973
A/New_York/WC_LVD_14_098/2014|2014-12-08,2014.93425
A/New_York/WC_LVD_15_004/2015|2015-01-04,2015.00822
A/Indiana/12/2014|2014-11-05,2014.84384
A/Nevada/06/2015|2015-01-08,2015.01918
A/Maine/07/2014|2014-12-29,2014.99178
A/Mississippi/10/2014|2014-11-03,2014.83836
A/Mississippi/11/2014|2014-11-04,2014.84110
A/Wisconsin/30/2015|2015-01-26,2015.06849
A/Mississippi/20/2014|2014-12-09,2014.93699
A/Mississippi/03/2015|2015-01-05,2015.01096
A/New_York/WC_LVD_15_001/2015|2015-01-07,2015.01644
A/Iowa/12/2015|2015-01-31,2015.08219
A/Illinois/09/2014|2014-12-01,2014.91507
A/Florida/92/2014|2014-12-22,2014.97260
A/Michigan/18/2014|2014-11-10,2014.85753
A/Michigan/26/2014|2014-11-25,2014.89863
A/Maryland/28/2014|2014-10-14,2014.78356
A/New_York/34/2014|2014-10-17,2014.79178
A/New_Hampshire/13/2015|2015-02-18,2015.13151
A/New_York/02/2015|2015-01-21,2015.05479
A/Texas/106/2014|2014-12-20,2014.96712
A/New_Hampshire/18/2015|2015-02-11,2015.11233
A/Brisbane/1000/2015|2015-06-05,2015.42466
A/Vermont/12/2014|2014-12-11,2014.94247
A/Florida/04/2015|2015-01-07,2015.01644
A/Florida/24/2015|2015-01-20,2015.05205
A/Thailand/CU_A459/2013|2013-10-29,2013.82466
A/Brisbane/43/2014|2014-02-17,2014.12877
A/Niigata/13F335/2014|2014-03-03,2014.16712
A/Niigata/13F416/2014|2014-03-10,2014.18630
A/Hokkaido/13H011/2014|2014-01-22,2014.05753
A/Niigata/13F071/2014|2014-02-05,2014.09589
A/North_Carolina/29/2014|2014-11-08,2014.85205
A/Delaware/42/2014|2014-12-22,2014.97260
A/Michigan/32/2014|2014-12-26,2014.98356
A/Tennessee/18/2014|2014-12-09,2014.93699
A/Michigan/19/2014|2014-11-14,2014.86849
A/Michigan/28/2014|2014-12-29,2014.99178
A/Mississippi/16/2014|2014-12-08,2014.93425
A/New_York/35/2014|2014-10-21,2014.80274
A/Alabama/07/2014|2014-10-23,2014.80822
A/Alaska/46/2014|2014-10-04,2014.75616
A/Virginia/37/2014|2014-12-05,2014.92603
A/Hawaii/60/2014|2014-11-03,2014.83836
A/Wyoming/17/2014|2014-11-24,2014.89589
A/Wyoming/09/2014|2014-10-09,2014.76986
A/Wyoming/14/2014|2014-11-14,2014.86849
A/Nevada/12/2015|2015-01-30,2015.07945
A/Moscow/CRIE_141/2015|2015-01-27,2015.07123
A/Thailand/CU_B11202/2014|2014-11-01,2014.83288
A/Singapore/H2013.751/2013|2013-10-01,2013.74795
A/Arizona/43/2015|2015-12-11,2015.94247
A/New_York/WC_LVD_14_093/2014|2014-12-21,2014.96986
A/New_York/WC_LVD_14_102/0214|2014-12-18,2014.96164
A/Nicaragua/6275_07/2014|2014-09-24,2014.72877
A/New_Jersey/26/2014|2014-11-17,2014.87671
A/North_Carolina/33/2014|2014-11-13,2014.86575
A/Nicaragua/4877_07/2014|2014-10-04,2014.75616
A/Kentucky/27/2014|2014-12-23,2014.97534
A/District_Of_Columbia/05/2014|2014-12-19,2014.96438
A/DC/1/2014|2014-12-30,2014.99452
A/Nicaragua/7487_12/2014|2014-10-14,2014.78356
A/Nicaragua/5861_04/2014|2014-10-02,2014.75068
A/Nicaragua/5359_04/2014|2014-10-03,2014.75342
A/Nicaragua/6219_07/2014|2014-10-12,2014.77808
A/Kentucky/30/2014|2014-12-01,2014.91507
A/Massachusetts/02/2015|2015-01-20,2015.05205
A/Nicaragua/5298_04/2014|2014-10-06,2014.76164
A/Nicaragua/5627_04/2014|2014-10-22,2014.80548
A/Nicaragua/6302_05/2014|2014-10-27,2014.81918
A/Nicaragua/6597_07/2014|2014-10-03,2014.75342
A/Nicaragua/6826_06/2014|2014-10-15,2014.78630
A/Nicaragua/6866_14/2014|2014-10-08,2014.76712
A/Nicaragua/8020_05/2014|2014-10-07,2014.76438
A/Washington/37/2014|2014-12-08,2014.93425
A/Victoria/7/2015|2015-05-15,2015.36712
A/South_Australia/1023/2015|2015-08-24,2015.64384
A/Victoria/3100/2015|2015-09-15,2015.70411
A/Sydney/223/2015|2015-09-11,2015.69315
A/Victoria/55/2015|2015-08-24,2015.64384
A/South_Australia/1005/2015|2015-07-02,2015.49863
A/South_Australia/1014/2015|2015-08-02,2015.58356
A/South_Australia/1017/2015|2015-08-17,2015.62466
A/South_Australia/1038/2015|2015-09-15,2015.70411
A/Victoria/3036/2015|2015-08-24,2015.64384
A/Victoria/3070/2015|2015-09-07,2015.68219
A/South_Australia/79/2015|2015-06-25,2015.47945
A/Newcastle/14/2015|2015-06-21,2015.46849
A/Alabama/10/2014|2014-12-04,2014.92329
A/Wisconsin/53/2014|2014-12-02,2014.91781
A/Ohio/14/2014|2014-11-09,2014.85479
A/Washington/48/2014|2014-12-19,2014.96438
A/New_Jersey/27/2014|2014-11-19,2014.88219
A/Florida/36/2014|2014-10-03,2014.75342
A/New_York/WC_LVD_14_064/2014|2014-11-04,2014.84110
A/Alabama/12/2014|2014-12-09,2014.93699
A/Georgia/29/2014|2014-12-06,2014.92877
A/Georgia/06/2015|2015-01-02,2015.00274
A/Kentucky/21/2014|2014-12-17,2014.95890
A/South_Dakota/25/2015|2015-01-29,2015.07671
A/Ohio/10/2014|2014-12-09,2014.93699
A/New_Jersey/05/2015|2015-02-23,2015.14521
A/Montana/28/2014|2014-12-12,2014.94521
A/Missouri/13/2014|2014-12-01,2014.91507
A/Texas/46/2014|2014-10-30,2014.82740
A/Kentucky/15/2014|2014-12-02,2014.91781
A/Hawaii/23/2015|2015-02-25,2015.15068
A/Hawaii/08/2015|2015-03-05,2015.17260
A/Victoria/5070/2014|2014-10-01,2014.74795
A/Victoria/5060/2014|2014-09-19,2014.71507
A/North_Dakota/10/2014|2014-12-04,2014.92329
A/North_Dakota/11/2014|2014-12-02,2014.91781
A/Wisconsin/64/2014|2014-11-22,2014.89041
A/Tennessee/15/2014|2014-12-09,2014.93699
A/New_Mexico/07/2015|2015-01-20,2015.05205
A/Kentucky/14/2014|2014-11-26,2014.90137
A/Iowa/31/2014|2014-12-25,2014.98082
A/Arkansas/01/2015|2015-01-08,2015.01918
A/West_Virginia/06/2014|2014-12-14,2014.95068
A/Wisconsin/48/2014|2014-11-08,2014.85205
A/Canberra/31/2014|2014-07-13,2014.52877
A/Canberra/13/2015|2015-03-23,2015.22192
A/Canberra/82/2014|2014-07-31,2014.57808
A/Indiana/10/2015|2015-03-03,2015.16712
A/Kansas/10/2014|2014-11-19,2014.88219
A/Minnesota/34/2014|2014-11-12,2014.86301
A/Minnesota/35/2014|2014-11-29,2014.90959
A/North_Dakota/06/2015|2015-03-08,2015.18082
A/Delaware/40/2016|2016-12-19,2016.96448
A/Alabama/03/2017|2017-01-19,2017.04932
A/New_York/A_WC_LVD_17_005/2017|2017-01-05,2017.01096
A/North_Carolina/59/2016|2016-11-15,2016.87158
A/Arizona/38/2017|2017-06-13,2017.44658
A/Alaska/27/2017|2017-06-03,2017.41918
A/Newcastle/102/2016|2016-08-05,2016.59290
A/Iowa/30/2016|2016-10-12,2016.77869
A/Minnesota/78/2016|2016-11-03,2016.83880
A/South_Australia/147/2016|2016-11-11,2016.86066
A/Texas/195/2016|2016-12-19,2016.96448
A/Maryland/31/2016|2016-12-19,2016.96448
A/Delaware/18/2017|2017-03-11,2017.18904
A/Michigan/50/2017|2017-03-23,2017.22192
A/South_Australia/164/2016|2016-12-06,2016.92896
A/South_Carolina/07/2017|2017-02-23,2017.14521
A/Oklahoma/17/2016|2016-11-30,2016.91257
A/Colorado/01/2017|2017-01-05,2017.01096
A/Illinois/51/2016|2016-12-13,2016.94809
A/North_Dakota/03/2017|2017-01-16,2017.04110
A/West_Virginia/01/2017|2017-01-03,2017.00548
A/South_Australia/141/2016|2016-11-09,2016.85519
A/Florida/103/2016|2016-12-08,2016.93443
A/Utah/13/2017|2017-02-27,2017.15616
A/Minnesota/79/2016|2016-11-12,2016.86339
A/Minnesota/31/2017|2017-05-13,2017.36164
A/Linkou/0164/2016|2016-11-25,2016.89891
A/Michigan/28/2017|2017-02-26,2017.15342
A/Brisbane/287/2016|2016-10-24,2016.81148
A/Mississippi/19/2016|2016-12-06,2016.92896
A/Oklahoma/05/2017|2017-01-23,2017.06027
A/California/167/2016|2016-11-24,2016.89617
A/California/209/2016|2016-12-26,2016.98361
A/Nevada/40/2016|2016-10-13,2016.78142
A/Texas/202/2016|2016-12-29,2016.99180
A/Michigan/59/2016|2016-02-22,2016.14208
A/Michigan/117/2016|2016-12-07,2016.93169
A/Keelung/0091/2016|2016-12-09,2016.93716
A/Idaho/40/2016|2016-11-18,2016.87978
A/Arizona/08/2017|2017-02-05,2017.09589
A/Georgia/58/2016|2016-07-05,2016.50820
A/Newcastle/91/2016|2016-08-04,2016.59016
A/Sydney/115/2016|2016-07-01,2016.49727
A/South_Australia/143/2016|2016-11-12,2016.86339
A/Utah/44/2016|2016-10-21,2016.80328
A/Hawaii/98/2016|2016-11-28,2016.90710
A/Illinois/48/2016|2016-11-13,2016.86612
A/New_Mexico/54/2016|2016-11-26,2016.90164
A/Washington/104/2016|2016-11-15,2016.87158
A/Connecticut/43/2016|2016-12-28,2016.98907
A/Louisiana/28/2016|2016-11-15,2016.87158
A/Victoria/808/2016|2016-08-13,2016.61475
A/Victoria/2073/2016|2016-08-09,2016.60383
A/Newcastle/68/2016|2016-07-30,2016.57650
A/Newcastle/180/2016|2016-09-14,2016.70219
A/New_York/112/2016|2016-12-01,2016.91530
A/New_Jersey/02/2017|2017-01-05,2017.01096
A/Keelung/0082/2016|2016-11-30,2016.91257
A/Arizona/79/2016|2016-12-10,2016.93989
A/Brisbane/1009/2016|2016-08-10,2016.60656
A/South_Australia/112/2016|2016-09-08,2016.68579
A/Sydney/171/2016|2016-07-29,2016.57377
A/Brisbane/3/2017|2017-01-04,2017.00822
A/Nevada/03/2017|2017-01-11,2017.02740
A/New_Hampshire/27/2016|2016-12-12,2016.94536
A/Newcastle/190/2016|2016-09-16,2016.70765
A/Michigan/27/2017|2017-02-24,2017.14795
A/Shanghai/2/2016|2016-11-11,2016.86066
A/Shanghai/20/2017|2017-02-03,2017.09041
A/Shanghai/6/2016|2016-12-20,2016.96721
A/Shanghai/7/2016|2016-12-30,2016.99454
A/Shanghai/10/2017|2017-01-10,2017.02466
A/California/178/2016|2016-11-28,2016.90710
A/Massachusetts/43/2016|2016-12-16,2016.95628
A/Linkou/0187/2016|2016-12-27,2016.98634
A/North_Dakota/13/2017|2017-03-16,2017.20274
A/California/151/2016|2016-11-02,2016.83607
A/Iowa/33/2016|2016-10-27,2016.81967
A/North_Dakota/09/2017|2017-02-27,2017.15616
A/Wisconsin/37/2017|2017-03-13,2017.19452
A/Maryland/34/2017|2017-04-24,2017.30959
A/Michigan/43/2017|2017-03-13,2017.19452
A/Iowa/43/2016|2016-12-09,2016.93716
A/Texas/91/2017|2017-02-24,2017.14795
A/Utah/28/2017|2017-05-07,2017.34521
A/Louisiana/25/2017|2017-04-11,2017.27397
A/Illinois/10/2017|2017-01-16,2017.04110
A/Alaska/19/2017|2017-05-06,2017.34247
A/Shanghai/14/2017|2017-01-20,2017.05205
A/Shanghai/8/2016|2016-12-30,2016.99454
A/Shanghai/11/2017|2017-01-11,2017.02740
A/Shanghai/18/2017|2017-01-26,2017.06849
A/Shanghai/21/2017|2017-02-06,2017.09863
A/Arizona/32/2017|2017-05-01,2017.32877
A/Oregon/14/2017|2017-02-28,2017.15890
A/Nevada/52/2016|2016-12-05,2016.92623
A/Minnesota/23/2017|2017-03-28,2017.23562
A/Massachusetts/08/2017|2017-02-24,2017.14795
A/Arkansas/20/2017|2017-04-02,2017.24932
A/Utah/02/2017|2017-01-05,2017.01096
A/Colorado/03/2017|2017-01-18,2017.04658
A/Utah/01/2017|2017-01-04,2017.00822
A/Michigan/44/2017|2017-03-22,2017.21918
A/Florida/14/2017|2017-02-14,2017.12055
A/Oklahoma/20/2017|2017-03-14,2017.19726
A/Tennessee/17/2017|2017-02-06,2017.09863
A/Washington/03/2017|2017-01-10,2017.02466
A/Texas/206/2016|2016-12-19,2016.96448
A/New_Hampshire/18/2017|2017-04-06,2017.26027
A/Nebraska/06/2017|2017-02-27,2017.15616
A/Michigan/17/2017|2017-02-02,2017.08767
A/Kentucky/32/2016|2016-12-26,2016.98361
A/California/25/2017|2017-01-28,2017.07397
A/Florida/19/2017|2017-03-08,2017.18082
A/Washington/86/2016|2016-11-09,2016.85519
A/Washington/28/2017|2017-03-06,2017.17534
A/Oregon/01/2017|2017-01-02,2017.00274
A/Idaho/21/2017|2017-03-20,2017.21370
A/Florida/32/2017|2017-03-31,2017.24384
A/New_York/21/2017|2017-03-28,2017.23562
A/Louisiana/31/2016|2016-11-26,2016.90164
A/Washington/99/2016|2016-12-27,2016.98634
A/Oregon/21/2016|2016-11-02,2016.83607
A/Oregon/22/2016|2016-11-26,2016.90164
A/Wisconsin/03/2017|2017-01-03,2017.00548
A/Washington/97/2016|2016-12-13,2016.94809
A/Washington/15/2017|2017-01-24,2017.06301
A/Washington/09/2017|2017-01-24,2017.06301
A/Oregon/09/2017|2017-01-24,2017.06301
A/Michigan/121/2016|2016-12-27,2016.98634
A/Idaho/38/2016|2016-10-13,2016.78142
A/Arizona/81/2016|2016-12-27,2016.98634
A/Idaho/10/2017|2017-02-01,2017.08493
A/Montana/66/2016|2016-12-09,2016.93716
A/Washington/103/2016|2016-11-04,2016.84153
A/Washington/80/2016|2016-10-19,2016.79781
A/California/181/2016|2016-12-11,2016.94262
A/New_Jersey/13/2015|2015-03-21,2015.21644
A/California/47/2016|2016-02-04,2016.09290
A/Hawaii/80/2015|2015-12-11,2015.94247
A/Nevada/38/2015|2015-12-14,2015.95068
A/Nevada/39/2015|2015-12-15,2015.95342
A/Hawaii/73/2015|2015-10-12,2015.77808
A/California/124/2015|2015-12-11,2015.94247
A/Iowa/49/2015|2015-10-24,2015.81096
A/Pennsylvania/42/2015|2015-10-19,2015.79726
A/New_Hampshire/41/2015|2015-10-10,2015.77260
A/Florida/94/2015|2015-11-16,2015.87397
A/Idaho/44/2015|2015-12-30,2015.99452
A/South_Dakota/12/2015|2015-04-04,2015.25479
A/Massachusetts/19/2015|2015-04-13,2015.27945
A/California/44/2014|2014-12-04,2014.92329
A/California/12/2016|2016-01-12,2016.03005
A/Colorado/39/2015|2015-12-27,2015.98630
A/Alaska/139/2015|2015-08-04,2015.58904
A/Alaska/178/2015|2015-08-18,2015.62740
A/Alaska/191/2015|2015-08-18,2015.62740
A/Alaska/230/2015|2015-09-14,2015.70137
A/Alaska/251/2015|2015-09-18,2015.71233
A/California/83/2015|2015-09-10,2015.69041
A/Washington/56/2015|2015-10-20,2015.80000
A/Ohio/23/2015|2015-08-03,2015.58630
A/Florida/01/2016|2016-01-07,2016.01639
A/New_Hampshire/12/2015|2015-02-01,2015.08493
A/Maine/08/2014|2014-12-30,2014.99452
A/Hawaii/35/2015|2015-05-26,2015.39726
A/Washington/35/2015|2015-03-18,2015.20822
A/New_Mexico/12/2015|2015-03-10,2015.18630
A/Nebraska/16/2015|2015-03-23,2015.22192
A/Michigan/27/2015|2015-02-24,2015.14795
A/Maine/10/2015|2015-02-18,2015.13151
A/New_York/WC_LVD_15_015/2015|2015-01-16,2015.04110
A/New_York/WC_LVD_15_022/2015|2015-01-25,2015.06575
A/New_York/WC_LVD_15_032/2015|2015-02-18,2015.13151
A/Tennessee/16/2014|2014-12-08,2014.93425
A/Minnesota/28/2015|2015-04-21,2015.30137
A/Vermont/11/2014|2014-12-18,2014.96164
A/Texas/95/2014|2014-12-26,2014.98356
A/New_York/19/2015|2015-02-17,2015.12877
A/Nebraska/01/2015|2015-01-05,2015.01096
A/Massachusetts/18/2014|2014-11-30,2014.91233
A/New_York/WC_LVD_14_089/2014|2014-12-28,2014.98904
A/New_York/WC_LVD_14_074/2014|2014-12-17,2014.95890
A/Sydney/530/2014|2014-12-04,2014.92329
A/Maine/09/2015|2015-02-13,2015.11781
A/New_York/09/2015|2015-01-08,2015.01918
A/New_York/WC_LVD_14_100/2014|2014-11-29,2014.90959
